az	peldanyaz	diakaz	el	vissza
10123	212	85	2009.12.04	2009.12.28
10124	211	108	2009.12.04	2009.12.09
10125	645	48	2009.12.04	2009.12.24
10126	478	21	2009.12.04	2009.12.27
10127	1069	102	2009.12.04	2009.12.11
10128	394	230	2009.12.04	2009.12.06
10129	510	126	2009.12.04	2009.12.31
10130	705	261	2009.12.04	2009.12.11
10131	949	88	2009.12.04	2009.12.20
10132	31	12	2009.12.04	2009.12.17
10133	734	161	2009.12.04	2009.12.20
10134	819	164	2009.12.04	2009.12.07
10135	867	126	2009.12.04	2009.12.05
10136	957	64	2009.12.04	2009.12.11
10137	241	68	2009.12.04	2009.12.05
10138	374	73	2009.12.04	2009.12.13
10139	724	100	2009.12.04	2009.12.10
10140	219	207	2009.12.04	2009.12.30
10141	1062	199	2009.12.04	2009.12.07
10142	178	75	2009.12.04	2009.12.07
10143	370	224	2009.12.04	2009.12.29
10144	904	32	2009.12.04	2009.12.31
10145	282	227	2009.12.04	2009.12.06
10146	335	55	2009.12.04	2009.12.18
10147	993	152	2009.12.04	2010.01.01
10148	1095	19	2009.12.04	2009.12.08
10149	161	264	2009.12.04	2009.12.08
10150	516	115	2009.12.04	2009.12.08
10151	42	249	2009.12.04	2009.12.07
10152	345	184	2009.12.04	2009.12.25
10153	1035	182	2009.12.04	2009.12.20
10154	105	13	2009.12.04	2009.12.10
10155	217	6	2009.12.04	2010.01.02
10156	285	129	2009.12.04	2009.12.28
10157	270	126	2009.12.04	2009.12.10
10158	784	242	2009.12.04	2009.12.28
10159	524	98	2009.12.04	2009.12.08
10160	349	71	2009.12.04	2009.12.27
10161	1006	45	2009.12.04	2009.12.06
10162	736	68	2009.12.04	2009.12.24
10163	1055	207	2009.12.04	2009.12.05
10164	111	67	2009.12.04	2009.12.05
10165	176	21	2009.12.04	2009.12.22
10166	447	27	2009.12.04	2010.01.03
10167	291	188	2009.12.04	2009.12.08
10168	945	106	2009.12.04	2009.12.07
10169	114	4	2009.12.04	2010.01.03
10170	440	143	2009.12.04	2009.12.06
10171	11	238	2009.12.04	2009.12.19
10172	499	84	2009.12.04	2010.01.02
10173	456	116	2009.12.05	2010.01.02
10174	24	133	2009.12.05	2009.12.08
10175	917	150	2009.12.05	2009.12.09
10176	512	83	2009.12.05	2010.01.01
10177	778	174	2009.12.05	2009.12.23
10178	180	11	2009.12.05	2009.12.11
10179	691	226	2009.12.05	2009.12.20
10180	322	138	2009.12.05	2009.12.23
10181	1056	52	2009.12.05	2009.12.26
10182	267	169	2009.12.05	2010.01.04
10183	112	248	2009.12.05	2009.12.07
10184	507	222	2009.12.05	2009.12.14
10185	519	123	2009.12.05	2009.12.06
10186	288	252	2009.12.05	2009.12.14
10187	981	242	2009.12.05	2009.12.06
10188	867	187	2009.12.05	2009.12.08
10189	999	38	2009.12.05	2009.12.08
10190	298	226	2009.12.05	2009.12.11
10191	248	65	2009.12.05	2009.12.23
10192	849	187	2009.12.05	2009.12.09
10193	652	150	2009.12.05	2009.12.29
10194	67	227	2009.12.05	2009.12.30
10195	381	155	2009.12.05	2009.12.07
10196	910	168	2009.12.05	2009.12.06
10197	561	140	2009.12.05	2009.12.12
10198	974	67	2009.12.05	2009.12.07
10199	892	113	2009.12.05	2009.12.10
10200	328	265	2009.12.05	2009.12.11
10201	539	73	2009.12.05	2009.12.23
10202	968	121	2009.12.05	2009.12.12
10203	54	12	2009.12.05	2009.12.09
10204	227	177	2009.12.05	2009.12.31
10205	391	25	2009.12.05	2009.12.10
10206	245	62	2009.12.05	2009.12.10
10207	36	234	2009.12.05	2009.12.26
10208	827	169	2009.12.05	2010.01.04
10209	861	251	2009.12.05	2009.12.10
10210	201	204	2009.12.05	2009.12.07
10211	1070	221	2009.12.05	2010.01.04
10212	96	188	2009.12.05	2009.12.17
10213	300	150	2009.12.05	2010.01.02
10214	171	249	2009.12.05	2009.12.30
10215	830	132	2009.12.05	2009.12.27
10216	426	17	2009.12.05	2009.12.25
10217	470	83	2009.12.05	2009.12.09
10218	476	17	2009.12.05	2009.12.08
10219	294	152	2009.12.05	2009.12.08
10220	889	206	2009.12.05	2009.12.31
10221	965	223	2009.12.05	2009.12.14
10222	148	27	2009.12.05	2010.01.04
10223	537	133	2009.12.05	2010.01.04
10224	655	253	2009.12.05	2010.01.02
10225	214	157	2009.12.05	2009.12.25
10226	126	139	2009.12.05	2010.01.01
10227	406	244	2009.12.06	2009.12.11
10228	360	150	2009.12.06	2010.01.03
10229	82	219	2009.12.06	2009.12.28
10230	334	192	2009.12.06	2009.12.07
10231	619	205	2009.12.06	2009.12.29
10232	620	26	2009.12.06	2009.12.26
10233	1015	19	2009.12.06	2009.12.20
10234	343	4	2009.12.06	2009.12.31
10235	929	52	2009.12.06	2009.12.11
10236	184	195	2009.12.06	2009.12.09
10237	838	25	2009.12.06	2009.12.12
10238	883	33	2009.12.06	2009.12.11
10239	564	250	2009.12.06	2009.12.07
10240	587	14	2009.12.06	2009.12.23
10241	139	183	2009.12.06	2009.12.09
10242	906	95	2009.12.06	2009.12.13
10243	909	194	2009.12.06	2009.12.09
10244	497	2	2009.12.06	2009.12.11
10245	911	28	2009.12.06	2009.12.24
10246	377	103	2009.12.06	2009.12.23
10247	56	49	2009.12.06	2009.12.13
10248	86	219	2009.12.06	2009.12.31
10249	187	128	2009.12.06	2009.12.15
10250	752	33	2009.12.06	2009.12.09
10251	806	255	2009.12.06	2010.01.01
10252	262	72	2009.12.06	2009.12.22
10253	695	260	2009.12.06	2009.12.07
10254	1067	31	2009.12.06	2010.01.02
10255	706	163	2009.12.06	2009.12.21
10256	363	210	2009.12.06	2009.12.14
10257	852	119	2009.12.06	2009.12.09
10258	1039	156	2009.12.06	2009.12.16
10259	874	102	2009.12.06	2009.12.28
10260	774	9	2009.12.06	2009.12.09
10261	822	113	2009.12.06	2009.12.16
10262	976	252	2009.12.06	2009.12.13
10263	1024	264	2009.12.06	2009.12.09
10264	675	57	2009.12.06	2009.12.29
10265	581	82	2009.12.06	2009.12.14
10266	796	74	2009.12.06	2009.12.28
10267	578	114	2009.12.06	2009.12.29
10268	753	12	2009.12.06	2009.12.28
10269	1002	40	2009.12.06	2009.12.25
10270	717	44	2009.12.06	2009.12.23
10271	306	46	2009.12.06	2009.12.10
10272	787	235	2009.12.06	2009.12.11
10273	1006	80	2009.12.06	2009.12.29
10274	669	115	2009.12.06	2009.12.24
10275	1003	256	2009.12.06	2009.12.25
10276	1055	95	2009.12.06	2010.01.04
10277	921	208	2009.12.06	2009.12.07
10278	132	51	2009.12.06	2009.12.28
10279	857	170	2009.12.06	2009.12.30
10280	390	120	2009.12.06	2009.12.12
10281	107	154	2009.12.06	2009.12.12
10282	1047	237	2009.12.06	2009.12.12
10283	1037	144	2009.12.06	2009.12.29
10284	1050	181	2009.12.06	2009.12.08
10285	389	144	2009.12.06	2009.12.13
10286	856	206	2009.12.06	2009.12.11
10287	773	93	2009.12.07	2010.01.05
10288	567	223	2009.12.07	2009.12.26
10289	871	135	2009.12.07	2010.01.05
10290	890	9	2009.12.07	2009.12.19
10291	464	61	2009.12.07	2009.12.10
10292	28	265	2009.12.07	2009.12.12
10293	533	79	2009.12.07	2010.01.03
10294	242	32	2009.12.07	2009.12.14
10295	53	151	2009.12.07	2009.12.17
10296	346	25	2009.12.07	2009.12.08
10297	1013	66	2009.12.07	2009.12.08
10298	766	27	2009.12.07	2009.12.11
10299	958	206	2009.12.07	2009.12.12
10300	1036	92	2009.12.07	2009.12.31
10301	63	174	2009.12.07	2009.12.19
10302	1051	101	2009.12.07	2009.12.20
10303	57	163	2009.12.07	2009.12.09
10304	327	220	2009.12.07	2009.12.16
10305	446	49	2009.12.07	2009.12.14
10306	403	248	2009.12.07	2009.12.29
10307	425	212	2009.12.07	2009.12.29
10308	458	138	2009.12.07	2009.12.30
10309	695	136	2009.12.07	2010.01.04
10310	859	4	2009.12.07	2009.12.17
10311	996	151	2009.12.07	2009.12.13
10312	1005	158	2009.12.07	2010.01.04
10313	61	222	2009.12.07	2009.12.11
10314	99	181	2009.12.07	2009.12.13
10315	746	264	2009.12.07	2009.12.18
10316	731	108	2009.12.07	2009.12.09
10317	941	88	2009.12.07	2010.01.03
10318	1089	89	2009.12.07	2009.12.12
10319	763	239	2009.12.07	2010.01.05
10320	525	211	2009.12.07	2009.12.13
10321	658	105	2009.12.07	2009.12.14
10322	963	13	2009.12.07	2009.12.11
10323	614	88	2009.12.07	2009.12.19
10324	840	181	2009.12.07	2010.01.02
10325	934	204	2009.12.07	2009.12.10
10326	1074	34	2009.12.07	2009.12.11
10327	209	95	2009.12.07	2009.12.19
10328	170	37	2009.12.07	2009.12.09
10329	16	149	2009.12.07	2009.12.26
10330	876	199	2009.12.07	2009.12.09
10331	140	133	2009.12.07	2009.12.09
10332	33	119	2009.12.07	2009.12.28
10333	436	112	2009.12.07	2009.12.11
10334	690	240	2009.12.07	2009.12.29
10335	1021	268	2009.12.07	2009.12.14
10336	846	227	2009.12.07	2009.12.13
10337	945	257	2009.12.07	2009.12.10
10338	440	246	2009.12.07	2009.12.08
10339	654	190	2009.12.07	2010.01.02
10340	966	265	2009.12.07	2009.12.26
10341	1096	150	2009.12.07	2009.12.08
10342	160	266	2009.12.07	2009.12.11
10343	364	19	2009.12.07	2009.12.23
10344	123	238	2009.12.08	2009.12.21
10345	482	182	2009.12.08	2009.12.14
10346	740	128	2009.12.08	2009.12.22
10347	789	134	2009.12.08	2009.12.12
10348	24	144	2009.12.08	2009.12.15
10349	955	253	2009.12.08	2009.12.16
10350	1082	19	2009.12.08	2010.01.07
10351	498	18	2009.12.08	2009.12.28
10352	47	85	2009.12.08	2009.12.25
10353	382	16	2009.12.08	2009.12.10
10354	295	11	2009.12.08	2009.12.15
10355	454	25	2009.12.08	2009.12.24
10356	541	121	2009.12.08	2010.01.07
10357	1012	222	2009.12.08	2009.12.24
10358	989	113	2009.12.08	2009.12.12
10359	235	112	2009.12.08	2010.01.06
10360	315	208	2009.12.08	2009.12.22
10361	513	215	2009.12.08	2009.12.17
10362	474	34	2009.12.08	2009.12.24
10363	750	214	2009.12.08	2009.12.14
10364	947	153	2009.12.08	2009.12.19
10365	703	130	2009.12.08	2010.01.04
10366	241	113	2009.12.08	2010.01.07
10367	847	241	2009.12.08	2009.12.10
10368	424	123	2009.12.08	2009.12.10
10369	573	166	2009.12.08	2009.12.30
10370	442	182	2009.12.08	2009.12.28
10371	529	56	2009.12.08	2009.12.09
10372	982	227	2009.12.08	2010.01.02
10373	17	57	2009.12.08	2009.12.31
10374	956	46	2009.12.08	2009.12.15
10375	1062	89	2009.12.08	2009.12.10
10376	147	172	2009.12.08	2010.01.05
10377	326	100	2009.12.08	2009.12.24
10378	991	99	2009.12.08	2010.01.02
10379	1019	145	2009.12.08	2010.01.04
10380	974	125	2009.12.08	2009.12.15
10381	919	13	2009.12.08	2009.12.14
10382	149	268	2009.12.08	2009.12.09
10383	104	32	2009.12.08	2009.12.29
10384	461	128	2009.12.08	2009.12.13
10385	599	98	2009.12.08	2009.12.18
10386	707	131	2009.12.08	2009.12.30
10387	293	137	2009.12.08	2009.12.10
10388	205	171	2009.12.08	2009.12.10
10389	414	64	2009.12.08	2009.12.25
10390	898	168	2009.12.08	2009.12.10
10391	317	99	2009.12.08	2009.12.27
10392	560	170	2009.12.08	2009.12.18
10393	81	22	2009.12.08	2009.12.14
10394	115	37	2009.12.08	2009.12.25
10395	891	149	2009.12.08	2009.12.11
10396	161	259	2009.12.08	2009.12.13
10397	516	20	2009.12.08	2010.01.02
10398	828	83	2009.12.08	2010.01.02
10399	167	29	2009.12.08	2009.12.10
10400	916	200	2009.12.08	2009.12.15
10401	608	29	2009.12.08	2009.12.13
10402	933	24	2009.12.08	2010.01.04
10403	314	53	2009.12.08	2009.12.11
10404	319	68	2009.12.08	2009.12.28
10405	559	98	2009.12.08	2009.12.14
10406	302	53	2009.12.08	2009.12.28
10407	634	44	2009.12.08	2009.12.25
10408	555	71	2009.12.08	2009.12.15
10409	1016	41	2009.12.08	2009.12.22
10410	1071	88	2009.12.08	2009.12.09
10411	111	139	2009.12.08	2009.12.24
10412	294	100	2009.12.08	2009.12.17
10413	387	148	2009.12.08	2009.12.19
10414	674	77	2009.12.08	2009.12.20
10415	329	83	2009.12.08	2009.12.23
10416	935	261	2009.12.08	2009.12.31
10417	358	265	2009.12.08	2009.12.13
10418	804	109	2009.12.08	2009.12.09
10419	79	98	2009.12.08	2009.12.23
10420	627	153	2009.12.09	2009.12.15
10421	817	16	2009.12.09	2009.12.15
10422	922	44	2009.12.09	2009.12.31
10423	342	242	2009.12.09	2009.12.16
10424	413	24	2009.12.09	2009.12.12
10425	1043	60	2009.12.09	2009.12.14
10426	85	105	2009.12.09	2009.12.30
10427	981	56	2009.12.09	2009.12.18
10428	501	29	2009.12.09	2009.12.28
10429	697	176	2009.12.09	2010.01.01
10430	92	208	2009.12.09	2009.12.18
10431	469	63	2009.12.09	2009.12.15
10432	803	119	2009.12.09	2009.12.13
10433	484	32	2009.12.09	2009.12.30
10434	505	58	2009.12.09	2009.12.12
10435	189	98	2009.12.09	2009.12.16
10436	1080	234	2009.12.09	2009.12.15
10437	451	21	2009.12.09	2009.12.12
10438	256	136	2009.12.09	2009.12.13
10439	178	95	2009.12.09	2009.12.13
10440	1026	51	2009.12.09	2009.12.12
10441	1072	210	2009.12.09	2009.12.12
10442	483	46	2009.12.09	2009.12.12
10443	665	69	2009.12.09	2010.01.08
10444	301	226	2009.12.09	2010.01.05
10445	1001	230	2009.12.09	2009.12.12
10446	969	265	2009.12.09	2009.12.10
10447	266	246	2009.12.09	2009.12.10
10448	1095	262	2009.12.09	2009.12.31
10449	879	257	2009.12.09	2009.12.24
10450	279	211	2009.12.09	2009.12.31
10451	583	144	2009.12.09	2009.12.11
10452	64	153	2009.12.09	2010.01.05
10453	296	180	2009.12.09	2009.12.25
10454	95	132	2009.12.09	2009.12.26
10455	487	89	2009.12.09	2009.12.15
10456	8	44	2009.12.09	2009.12.13
10457	168	9	2009.12.09	2009.12.11
10458	568	72	2009.12.09	2009.12.15
10459	758	203	2009.12.09	2009.12.12
10460	362	148	2009.12.09	2009.12.21
10461	194	50	2009.12.09	2009.12.11
10462	304	73	2009.12.09	2009.12.31
10463	908	162	2009.12.09	2010.01.03
10464	984	206	2009.12.09	2009.12.13
10465	860	208	2009.12.09	2009.12.15
10466	609	260	2009.12.09	2009.12.15
10467	876	193	2009.12.09	2009.12.15
10468	526	86	2009.12.09	2010.01.08
10469	3	227	2009.12.09	2009.12.12
10470	1052	15	2009.12.09	2009.12.26
10471	4	237	2009.12.09	2009.12.10
10472	140	106	2009.12.09	2009.12.29
10473	422	228	2009.12.09	2009.12.21
10474	899	40	2009.12.09	2009.12.24
10475	1073	118	2009.12.09	2009.12.10
10476	1103	168	2009.12.09	2009.12.16
10477	195	221	2009.12.09	2009.12.14
10478	642	197	2009.12.09	2010.01.05
10479	150	184	2009.12.09	2009.12.30
10480	544	159	2009.12.09	2009.12.10
10481	521	144	2009.12.09	2010.01.06
10482	1022	210	2009.12.09	2009.12.17
10483	791	27	2009.12.09	2009.12.17
10484	887	239	2009.12.09	2009.12.16
10485	924	61	2009.12.10	2009.12.15
10486	44	210	2009.12.10	2009.12.13
10487	415	185	2009.12.10	2009.12.15
10488	382	252	2009.12.10	2009.12.18
10489	1087	85	2009.12.10	2009.12.13
10490	564	213	2009.12.10	2010.01.09
10491	350	229	2009.12.10	2009.12.15
10492	853	13	2009.12.10	2009.12.14
10493	139	87	2009.12.10	2010.01.05
10494	709	179	2009.12.10	2009.12.15
10495	686	244	2009.12.10	2009.12.25
10496	1093	95	2009.12.10	2010.01.01
10497	339	191	2009.12.10	2009.12.18
10498	401	38	2009.12.10	2010.01.09
10499	112	232	2009.12.10	2009.12.15
10500	855	56	2009.12.10	2009.12.23
10501	309	189	2009.12.10	2009.12.11
10502	485	207	2009.12.10	2009.12.17
10503	893	205	2009.12.10	2009.12.30
10504	999	135	2009.12.10	2009.12.18
10505	530	17	2009.12.10	2010.01.01
10506	613	49	2009.12.10	2010.01.08
10507	726	251	2009.12.10	2009.12.16
10508	849	13	2009.12.10	2009.12.17
10509	577	163	2009.12.10	2009.12.13
10510	46	207	2009.12.10	2009.12.17
10511	397	6	2009.12.10	2009.12.17
10512	741	188	2009.12.10	2009.12.15
10513	49	30	2009.12.10	2009.12.28
10514	542	93	2009.12.10	2009.12.19
10515	77	104	2009.12.10	2009.12.15
10516	275	102	2009.12.10	2010.01.06
10517	381	177	2009.12.10	2009.12.13
10518	1008	162	2009.12.10	2009.12.27
10519	591	237	2009.12.10	2009.12.15
10520	892	7	2009.12.10	2009.12.12
10521	68	249	2009.12.10	2009.12.16
10522	149	102	2009.12.10	2009.12.11
10523	835	10	2009.12.10	2009.12.11
10524	5	41	2009.12.10	2009.12.25
10525	252	131	2009.12.10	2010.01.02
10526	502	47	2009.12.10	2010.01.04
10527	153	251	2009.12.10	2010.01.08
10528	621	122	2009.12.10	2009.12.15
10529	205	162	2009.12.10	2009.12.18
10530	375	76	2009.12.10	2009.12.14
10531	1068	102	2009.12.10	2010.01.07
10532	354	215	2009.12.10	2010.01.08
10533	245	152	2009.12.10	2009.12.12
10534	663	233	2009.12.10	2009.12.11
10535	41	187	2009.12.10	2009.12.14
10536	220	214	2009.12.10	2009.12.14
10537	34	251	2009.12.10	2009.12.13
10538	866	111	2009.12.10	2009.12.22
10539	492	184	2009.12.10	2010.01.04
10540	942	9	2009.12.10	2009.12.19
10541	914	85	2009.12.10	2009.12.16
10542	239	108	2009.12.10	2009.12.11
10543	427	79	2009.12.10	2009.12.12
10544	207	261	2009.12.10	2009.12.31
10545	306	127	2009.12.10	2009.12.12
10546	421	223	2009.12.10	2009.12.17
10547	372	8	2009.12.10	2009.12.12
10548	994	121	2009.12.10	2010.01.05
10549	470	4	2009.12.10	2009.12.15
10550	1099	51	2009.12.10	2009.12.17
10551	576	258	2009.12.10	2009.12.11
10552	815	166	2009.12.10	2010.01.07
10553	440	153	2009.12.10	2009.12.14
10554	411	220	2009.12.10	2009.12.15
10555	802	213	2009.12.10	2009.12.31
10556	325	231	2009.12.10	2009.12.13
10557	133	19	2009.12.11	2009.12.25
10558	108	26	2009.12.11	2010.01.06
10559	480	147	2009.12.11	2009.12.31
10560	794	161	2009.12.11	2009.12.14
10561	597	18	2009.12.11	2009.12.16
10562	929	31	2009.12.11	2009.12.12
10563	825	214	2009.12.11	2009.12.16
10564	138	257	2009.12.11	2010.01.04
10565	845	247	2009.12.11	2010.01.09
10566	653	101	2009.12.11	2009.12.19
10567	504	77	2009.12.11	2010.01.06
10568	394	126	2009.12.11	2009.12.19
10569	792	215	2009.12.11	2009.12.30
10570	938	245	2009.12.11	2009.12.16
10571	907	148	2009.12.11	2009.12.14
10572	121	29	2009.12.11	2009.12.26
10573	626	2	2009.12.11	2010.01.04
10574	670	249	2009.12.11	2009.12.26
10575	48	141	2009.12.11	2009.12.13
10576	847	182	2009.12.11	2009.12.13
10577	318	123	2009.12.11	2009.12.19
10578	60	151	2009.12.11	2009.12.20
10579	128	53	2009.12.11	2009.12.13
10580	540	130	2009.12.11	2009.12.29
10581	547	167	2009.12.11	2010.01.07
10582	644	139	2009.12.11	2010.01.06
10583	812	156	2009.12.11	2009.12.16
10584	149	45	2009.12.11	2009.12.27
10585	202	109	2009.12.11	2009.12.17
10586	878	187	2009.12.11	2009.12.16
10587	943	62	2009.12.11	2010.01.09
10588	987	1	2009.12.11	2009.12.13
10589	383	250	2009.12.11	2010.01.10
10590	261	161	2009.12.11	2009.12.12
10591	532	71	2009.12.11	2010.01.03
10592	574	177	2009.12.11	2010.01.05
10593	70	81	2009.12.11	2010.01.06
10594	656	177	2009.12.11	2009.12.18
10595	1024	193	2009.12.11	2009.12.31
10596	583	134	2009.12.11	2009.12.25
10597	900	215	2009.12.11	2009.12.12
10598	400	192	2009.12.11	2009.12.14
10599	520	107	2009.12.11	2009.12.16
10600	610	225	2009.12.11	2009.12.23
10601	687	219	2009.12.11	2009.12.28
10602	51	156	2009.12.11	2009.12.25
10603	270	125	2009.12.11	2009.12.23
10604	813	225	2009.12.11	2009.12.28
10605	473	227	2009.12.11	2009.12.26
10606	337	100	2009.12.11	2010.01.07
10607	1029	255	2009.12.11	2010.01.07
10608	524	50	2009.12.11	2009.12.14
10609	118	12	2009.12.11	2009.12.31
10610	22	251	2009.12.11	2009.12.26
10611	359	88	2009.12.11	2010.01.07
10612	952	56	2009.12.11	2009.12.14
10613	814	161	2009.12.11	2010.01.01
10614	1018	188	2009.12.11	2009.12.17
10615	923	217	2009.12.11	2009.12.26
10616	839	216	2009.12.11	2009.12.19
10617	1090	161	2009.12.11	2010.01.01
10618	528	128	2009.12.11	2009.12.15
10619	297	237	2009.12.12	2009.12.25
10620	598	228	2009.12.12	2009.12.16
10621	989	146	2009.12.12	2009.12.30
10622	870	142	2009.12.12	2009.12.17
10623	909	152	2009.12.12	2010.01.07
10624	1069	174	2009.12.12	2009.12.25
10625	603	164	2009.12.12	2009.12.15
10626	650	157	2009.12.12	2010.01.01
10627	268	147	2009.12.12	2009.12.17
10628	551	72	2009.12.12	2009.12.30
10629	477	116	2009.12.12	2009.12.19
10630	175	38	2009.12.12	2009.12.28
10631	800	146	2009.12.12	2009.12.29
10632	346	22	2009.12.12	2009.12.18
10633	777	189	2009.12.12	2009.12.19
10634	529	87	2009.12.12	2009.12.20
10635	752	168	2009.12.12	2009.12.29
10636	950	29	2009.12.12	2009.12.14
10637	713	78	2009.12.12	2009.12.25
10638	418	248	2009.12.12	2009.12.18
10639	546	201	2009.12.12	2009.12.15
10640	158	121	2009.12.12	2009.12.14
10641	336	79	2009.12.12	2010.01.10
10642	699	28	2009.12.12	2009.12.30
10643	910	192	2009.12.12	2010.01.11
10644	892	147	2009.12.12	2010.01.02
10645	483	47	2009.12.12	2009.12.15
10646	810	136	2009.12.12	2010.01.10
10647	852	20	2009.12.12	2010.01.03
10648	408	171	2009.12.12	2009.12.16
10649	748	74	2009.12.12	2010.01.02
10650	261	223	2009.12.12	2009.12.20
10651	968	85	2009.12.12	2009.12.17
10652	628	246	2009.12.12	2009.12.15
10653	266	217	2009.12.12	2009.12.13
10654	580	155	2009.12.12	2009.12.27
10655	332	148	2009.12.12	2010.01.06
10656	183	110	2009.12.12	2010.01.01
10657	738	185	2009.12.12	2010.01.06
10658	884	93	2009.12.12	2010.01.03
10659	119	217	2009.12.12	2009.12.15
10660	269	126	2009.12.12	2009.12.27
10661	553	101	2009.12.12	2009.12.13
10662	194	25	2009.12.12	2009.12.17
10663	643	255	2009.12.12	2010.01.03
10664	228	187	2009.12.12	2010.01.09
10665	689	53	2009.12.12	2010.01.07
10666	250	86	2009.12.12	2009.12.15
10667	714	230	2009.12.12	2009.12.21
10668	986	223	2009.12.12	2010.01.10
10669	4	113	2009.12.12	2009.12.31
10670	218	78	2009.12.12	2010.01.05
10671	436	130	2009.12.12	2010.01.08
10672	1073	142	2009.12.12	2009.12.15
10673	661	16	2009.12.12	2009.12.18
10674	901	139	2009.12.12	2010.01.07
10675	616	136	2009.12.12	2009.12.21
10676	1076	198	2009.12.12	2009.12.13
10677	155	199	2009.12.12	2009.12.19
10678	543	43	2009.12.12	2009.12.16
10679	475	154	2009.12.12	2009.12.14
10680	638	57	2009.12.12	2010.01.10
10681	679	135	2009.12.12	2009.12.16
10682	93	18	2009.12.13	2009.12.14
10683	756	84	2009.12.13	2009.12.14
10684	491	30	2009.12.13	2009.12.15
10685	883	170	2009.12.13	2009.12.19
10686	423	114	2009.12.13	2009.12.20
10687	290	139	2009.12.13	2010.01.09
10688	948	173	2009.12.13	2009.12.21
10689	760	15	2009.12.13	2009.12.20
10690	2	117	2009.12.13	2009.12.20
10691	398	168	2009.12.13	2009.12.18
10692	497	45	2009.12.13	2009.12.18
10693	700	162	2009.12.13	2009.12.17
10694	705	218	2009.12.13	2009.12.15
10695	39	57	2009.12.13	2009.12.22
10696	472	261	2009.12.13	2010.01.05
10697	26	159	2009.12.13	2009.12.25
10698	179	54	2009.12.13	2009.12.18
10699	776	157	2009.12.13	2009.12.27
10700	324	113	2009.12.13	2010.01.05
10701	834	239	2009.12.13	2009.12.20
10702	192	47	2009.12.13	2010.01.07
10703	489	85	2009.12.13	2009.12.22
10704	1032	33	2009.12.13	2009.12.18
10705	65	31	2009.12.13	2010.01.02
10706	622	182	2009.12.13	2009.12.29
10707	55	153	2009.12.13	2009.12.14
10708	835	161	2009.12.13	2010.01.04
10709	807	184	2009.12.13	2010.01.01
10710	328	244	2009.12.13	2009.12.17
10711	61	208	2009.12.13	2009.12.18
10712	50	25	2009.12.13	2009.12.26
10713	385	73	2009.12.13	2009.12.15
10714	898	22	2009.12.13	2009.12.15
10715	161	146	2009.12.13	2009.12.15
10716	120	235	2009.12.13	2009.12.18
10717	886	226	2009.12.13	2009.12.14
10718	449	236	2009.12.13	2010.01.12
10719	371	114	2009.12.13	2010.01.01
10720	1063	47	2009.12.13	2009.12.16
10721	87	61	2009.12.13	2009.12.30
10722	157	96	2009.12.13	2009.12.29
10723	181	76	2009.12.13	2009.12.18
10724	198	11	2009.12.13	2009.12.20
10725	493	144	2009.12.13	2009.12.17
10726	40	250	2009.12.13	2009.12.16
10727	170	34	2009.12.13	2010.01.10
10728	122	35	2009.12.13	2010.01.06
10729	787	9	2009.12.13	2009.12.18
10730	125	162	2009.12.13	2009.12.29
10731	197	246	2009.12.13	2010.01.05
10732	671	100	2009.12.13	2009.12.20
10733	850	251	2009.12.13	2009.12.17
10734	1084	224	2009.12.13	2009.12.26
10735	912	136	2009.12.13	2009.12.19
10736	393	221	2009.12.13	2009.12.19
10737	72	264	2009.12.13	2009.12.20
10738	389	222	2009.12.13	2010.01.06
10739	325	138	2009.12.13	2009.12.15
10740	729	82	2009.12.13	2009.12.15
10741	604	147	2009.12.14	2009.12.20
10742	959	31	2009.12.14	2009.12.19
10743	244	95	2009.12.14	2009.12.21
10744	554	140	2009.12.14	2009.12.20
10745	116	121	2009.12.14	2009.12.19
10746	463	94	2009.12.14	2009.12.17
10747	779	238	2009.12.14	2009.12.17
10748	755	245	2009.12.14	2010.01.01
10749	76	27	2009.12.14	2010.01.12
10750	764	32	2009.12.14	2010.01.03
10751	854	165	2009.12.14	2009.12.18
10752	906	166	2009.12.14	2009.12.31
10753	907	180	2009.12.14	2009.12.19
10754	308	240	2009.12.14	2009.12.26
10755	739	34	2009.12.14	2010.01.13
10756	231	7	2009.12.14	2009.12.16
10757	309	246	2009.12.14	2009.12.18
10758	582	140	2009.12.14	2010.01.08
10759	649	115	2009.12.14	2009.12.17
10760	299	242	2009.12.14	2009.12.19
10761	298	199	2009.12.14	2009.12.20
10762	788	261	2009.12.14	2009.12.18
10763	995	268	2009.12.14	2009.12.15
10764	52	265	2009.12.14	2009.12.17
10765	446	102	2009.12.14	2009.12.15
10766	517	130	2009.12.14	2009.12.16
10767	1097	52	2009.12.14	2010.01.05
10768	313	250	2009.12.14	2009.12.19
10769	659	26	2009.12.14	2010.01.07
10770	25	16	2009.12.14	2010.01.10
10771	558	52	2009.12.14	2009.12.31
10772	128	3	2009.12.14	2009.12.20
10773	412	128	2009.12.14	2010.01.07
10774	351	167	2009.12.14	2009.12.18
10775	1072	66	2009.12.14	2010.01.09
10776	13	244	2009.12.14	2010.01.08
10777	523	176	2009.12.14	2009.12.18
10778	715	36	2009.12.14	2009.12.19
10779	488	39	2009.12.14	2009.12.30
10780	589	31	2009.12.14	2010.01.01
10781	293	200	2009.12.14	2010.01.07
10782	848	78	2009.12.14	2010.01.11
10783	1027	142	2009.12.14	2009.12.23
10784	81	161	2009.12.14	2009.12.15
