id	hallgatoid	datum	lap	oldal
2682	89	2013.01.01	24	1
2683	54	2013.01.01	4	2
2684	46	2013.01.01	19	1
2685	5	2013.01.01	17	1
2686	81	2013.01.01	21	1
2687	21	2013.01.01	1	2
2688	3	2013.01.01	2	1
2689	44	2013.01.01	17	1
2690	83	2013.01.01	7	1
2691	80	2013.01.01	20	2
2692	55	2013.01.01	13	1
2693	11	2013.01.01	23	2
2694	23	2013.01.01	22	1
2695	28	2013.01.01	9	1
2696	22	2013.01.01	10	2
2697	64	2013.01.01	6	2
2698	18	2013.01.01	5	2
2699	10	2013.01.01	16	1
2700	45	2013.01.01	23	1
2701	38	2013.01.01	8	2
2702	59	2013.01.01	25	1
2703	3	2013.01.01	13	2
2704	76	2013.01.01	6	1
2705	20	2013.01.01	11	2
2706	36	2013.01.01	28	1
2707	91	2013.01.01	17	2
2708	29	2013.01.01	2	1
2709	91	2013.01.01	18	1
2710	79	2013.01.01	23	1
2711	76	2013.01.01	16	2
2712	21	2013.01.01	19	1
2713	58	2013.01.01	26	1
2714	26	2013.01.01	6	1
2715	83	2013.01.01	2	2
2716	70	2013.01.01	6	1
2717	26	2013.01.02	26	1
2718	92	2013.01.02	12	1
2719	59	2013.01.02	17	1
2720	14	2013.01.02	21	2
2721	19	2013.01.02	16	1
2722	83	2013.01.02	9	1
2723	16	2013.01.02	6	1
2724	47	2013.01.02	28	1
2725	38	2013.01.02	24	2
2726	7	2013.01.02	18	1
2727	74	2013.01.02	20	2
2728	79	2013.01.02	26	2
2729	56	2013.01.02	5	1
2730	40	2013.01.02	4	1
2731	26	2013.01.02	11	1
2732	4	2013.01.02	17	2
2733	4	2013.01.02	10	2
2734	80	2013.01.02	1	1
2735	24	2013.01.02	15	2
2736	41	2013.01.02	9	1
2737	4	2013.01.02	19	1
2738	6	2013.01.02	11	1
2739	3	2013.01.02	26	2
2740	68	2013.01.02	21	2
2741	13	2013.01.02	28	2
2742	80	2013.01.02	14	2
2743	80	2013.01.02	12	1
2744	85	2013.01.02	28	2
2745	91	2013.01.02	17	1
2746	52	2013.01.02	22	2
2747	84	2013.01.02	21	1
2748	72	2013.01.02	3	1
2749	83	2013.01.02	14	1
2750	81	2013.01.02	23	2
2751	5	2013.01.02	30	1
2752	67	2013.01.02	25	2
2753	33	2013.01.02	5	1
2754	63	2013.01.02	10	1
2755	5	2013.01.02	7	1
2756	26	2013.01.02	1	1
2757	4	2013.01.02	28	1
2758	31	2013.01.02	1	1
2759	39	2013.01.02	25	2
2760	86	2013.01.02	12	2
2761	9	2013.01.02	1	1
2762	63	2013.01.02	8	2
2763	89	2013.01.02	29	1
2764	40	2013.01.02	16	1
2765	39	2013.01.02	20	1
2766	58	2013.01.02	20	1
2767	64	2013.01.02	20	1
2768	87	2013.01.02	4	1
2769	18	2013.01.02	9	1
2770	2	2013.01.02	15	1
2771	16	2013.01.02	4	1
2772	60	2013.01.02	11	2
2773	2	2013.01.02	20	1
2774	24	2013.01.02	29	2
2775	13	2013.01.02	16	1
2776	10	2013.01.02	10	1
2777	92	2013.01.02	21	1
2778	6	2013.01.02	16	2
2779	16	2013.01.02	3	1
2780	37	2013.01.02	2	1
2781	36	2013.01.03	13	1
2782	28	2013.01.03	7	1
2783	92	2013.01.03	15	1
2784	65	2013.01.03	30	1
2785	3	2013.01.03	13	1
2786	90	2013.01.03	26	1
2787	78	2013.01.03	17	2
2788	86	2013.01.03	9	1
2789	61	2013.01.03	30	1
2790	50	2013.01.03	10	1
2791	74	2013.01.03	24	1
2792	85	2013.01.03	24	2
2793	36	2013.01.03	30	1
2794	63	2013.01.03	15	1
2795	28	2013.01.03	5	2
2796	21	2013.01.03	11	1
2797	85	2013.01.03	25	2
2798	41	2013.01.03	29	1
2799	90	2013.01.03	18	1
2800	28	2013.01.03	18	1
2801	14	2013.01.03	4	1
2802	39	2013.01.03	26	2
2803	63	2013.01.03	19	1
2804	75	2013.01.03	1	1
2805	15	2013.01.03	22	1
2806	82	2013.01.03	13	1
2807	64	2013.01.03	12	2
2808	82	2013.01.03	25	1
2809	41	2013.01.03	22	2
2810	20	2013.01.03	9	1
2811	42	2013.01.04	13	1
2812	6	2013.01.04	1	1
2813	83	2013.01.04	14	1
2814	54	2013.01.04	11	1
2815	65	2013.01.04	17	1
2816	89	2013.01.04	16	1
2817	21	2013.01.04	15	1
2818	71	2013.01.04	27	1
2819	21	2013.01.04	25	1
2820	78	2013.01.04	20	2
2821	24	2013.01.04	24	1
2822	35	2013.01.04	8	1
2823	26	2013.01.04	1	2
2824	42	2013.01.04	20	1
2825	85	2013.01.04	30	1
2826	39	2013.01.04	11	1
2827	73	2013.01.04	10	1
2828	25	2013.01.04	13	1
2829	41	2013.01.04	22	1
2830	18	2013.01.04	9	1
2831	50	2013.01.04	28	2
2832	19	2013.01.04	19	1
2833	80	2013.01.04	23	1
2834	75	2013.01.04	24	1
2835	29	2013.01.04	22	1
2836	28	2013.01.04	8	1
2837	42	2013.01.04	26	2
2838	59	2013.01.04	9	1
2839	3	2013.01.04	12	1
2840	91	2013.01.04	22	2
2841	3	2013.01.04	29	2
2842	77	2013.01.04	28	1
2843	4	2013.01.04	2	2
2844	79	2013.01.04	17	1
2845	49	2013.01.04	4	1
2846	66	2013.01.04	20	1
2847	74	2013.01.04	10	1
2848	8	2013.01.04	20	1
2849	77	2013.01.04	28	1
2850	12	2013.01.04	7	1
2851	6	2013.01.04	28	1
2852	40	2013.01.04	23	1
2853	50	2013.01.04	1	1
2854	27	2013.01.04	7	2
2855	85	2013.01.04	12	1
2856	66	2013.01.04	29	1
2857	4	2013.01.04	19	2
2858	5	2013.01.04	22	2
2859	58	2013.01.04	12	1
2860	10	2013.01.04	30	2
2861	26	2013.01.04	22	1
2862	75	2013.01.04	13	1
2863	8	2013.01.04	30	1
2864	43	2013.01.04	8	2
2865	19	2013.01.04	9	1
2866	60	2013.01.04	6	1
2867	40	2013.01.04	4	1
2868	9	2013.01.04	2	1
2869	1	2013.01.04	3	1
2870	23	2013.01.04	21	2
2871	53	2013.01.04	26	1
2872	73	2013.01.04	4	2
2873	91	2013.01.04	23	1
2874	24	2013.01.04	23	1
2875	15	2013.01.04	13	1
2876	74	2013.01.04	26	1
2877	18	2013.01.04	20	1
2878	59	2013.01.04	1	1
2879	26	2013.01.04	18	1
2880	1	2013.01.05	21	1
2881	43	2013.01.05	24	1
2882	8	2013.01.05	21	2
2883	26	2013.01.05	8	1
2884	87	2013.01.05	24	2
2885	39	2013.01.05	11	2
2886	66	2013.01.05	21	1
2887	12	2013.01.05	7	1
2888	28	2013.01.05	18	1
2889	43	2013.01.05	6	1
2890	5	2013.01.05	16	1
2891	61	2013.01.05	15	1
2892	54	2013.01.05	17	2
2893	72	2013.01.05	11	1
2894	37	2013.01.05	26	2
2895	61	2013.01.05	11	1
2896	40	2013.01.05	27	2
2897	61	2013.01.05	12	2
2898	59	2013.01.05	14	2
2899	74	2013.01.05	17	1
2900	26	2013.01.05	27	2
2901	63	2013.01.05	15	1
2902	90	2013.01.05	7	2
2903	18	2013.01.06	20	1
2904	84	2013.01.06	1	1
2905	67	2013.01.06	13	1
2906	72	2013.01.06	23	2
2907	73	2013.01.06	27	1
2908	13	2013.01.06	24	1
2909	20	2013.01.06	18	1
2910	30	2013.01.06	12	1
2911	22	2013.01.07	21	2
2912	57	2013.01.07	2	1
2913	37	2013.01.07	26	1
2914	43	2013.01.07	1	2
2915	78	2013.01.07	5	1
2916	20	2013.01.07	27	1
2917	17	2013.01.07	14	2
2918	84	2013.01.08	20	1
2919	85	2013.01.08	14	1
2920	30	2013.01.08	22	1
2921	63	2013.01.08	18	2
2922	79	2013.01.09	8	2
2923	90	2013.01.09	30	1
2924	83	2013.01.09	27	2
2925	9	2013.01.09	2	1
2926	22	2013.01.09	3	2
2927	26	2013.01.09	8	1
2928	45	2013.01.09	27	1
2929	12	2013.01.09	5	2
2930	12	2013.01.09	14	1
2931	76	2013.01.09	21	1
2932	37	2013.01.09	27	1
2933	87	2013.01.09	17	1
2934	10	2013.01.09	7	1
2935	41	2013.01.09	2	1
2936	41	2013.01.09	3	2
2937	67	2013.01.09	8	1
2938	80	2013.01.09	25	1
2939	2	2013.01.09	27	1
2940	22	2013.01.09	12	2
2941	7	2013.01.09	21	2
2942	43	2013.01.09	11	2
2943	8	2013.01.09	17	1
2944	33	2013.01.09	4	1
2945	39	2013.01.09	23	1
2946	54	2013.01.09	12	1
2947	21	2013.01.09	26	1
2948	65	2013.01.09	6	2
2949	21	2013.01.09	3	1
2950	62	2013.01.09	18	2
2951	40	2013.01.09	22	1
2952	39	2013.01.09	1	1
2953	46	2013.01.09	24	1
2954	74	2013.01.09	29	1
2955	69	2013.01.10	1	1
2956	15	2013.01.11	12	1
2957	83	2013.01.11	3	1
2958	74	2013.01.11	12	1
2959	68	2013.01.11	23	1
2960	30	2013.01.11	19	1
2961	37	2013.01.11	17	1
2962	86	2013.01.11	16	2
2963	40	2013.01.11	5	2
2964	88	2013.01.11	8	1
2965	11	2013.01.11	3	2
2966	35	2013.01.11	25	2
2967	14	2013.01.11	6	1
2968	39	2013.01.11	3	1
2969	40	2013.01.12	29	1
2970	23	2013.01.12	1	1
2971	57	2013.01.12	15	1
2972	36	2013.01.13	4	1
2973	33	2013.01.13	10	1
2974	47	2013.01.13	2	1
2975	63	2013.01.14	6	1
2976	14	2013.01.14	7	2
2977	58	2013.01.14	30	2
2978	44	2013.01.14	18	1
2979	85	2013.01.14	3	1
2980	19	2013.01.14	28	1
2981	55	2013.01.14	1	2
2982	44	2013.01.14	25	1
2983	27	2013.01.15	28	1
2984	25	2013.01.15	1	1
2985	8	2013.01.15	20	1
2986	89	2013.01.15	8	2
2987	76	2013.01.15	16	1
2988	79	2013.01.15	1	1
2989	34	2013.01.15	23	1
2990	20	2013.01.15	22	1
2991	90	2013.01.15	27	1
2992	88	2013.01.15	22	2
2993	29	2013.01.15	19	2
2994	90	2013.01.15	6	2
2995	22	2013.01.15	18	1
2996	69	2013.01.15	7	2
2997	40	2013.01.15	11	1
2998	41	2013.01.15	11	1
2999	47	2013.01.15	16	1
3000	4	2013.01.15	18	1
3001	57	2013.01.15	29	2
3002	86	2013.01.15	25	2
3003	44	2013.01.15	20	1
3004	28	2013.01.15	18	1
3005	46	2013.01.15	4	1
3006	80	2013.01.15	25	1
3007	42	2013.01.15	15	2
3008	83	2013.01.15	4	1
3009	88	2013.01.15	1	2
3010	18	2013.01.15	3	2
3011	53	2013.01.15	14	1
3012	47	2013.01.15	21	1
3013	17	2013.01.15	23	1
3014	36	2013.01.15	21	2
3015	52	2013.01.15	29	1
3016	67	2013.01.15	4	1
3017	28	2013.01.15	19	2
3018	51	2013.01.15	13	2
3019	4	2013.01.15	4	1
3020	26	2013.01.15	7	1
3021	12	2013.01.15	16	1
3022	77	2013.01.15	21	1
3023	31	2013.01.15	22	1
3024	70	2013.01.15	10	2
3025	74	2013.01.15	27	1
3026	43	2013.01.15	14	1
3027	12	2013.01.16	2	1
3028	29	2013.01.16	8	1
3029	14	2013.01.16	22	1
3030	29	2013.01.16	29	1
3031	3	2013.01.16	8	2
3032	22	2013.01.16	12	2
3033	37	2013.01.16	3	2
3034	37	2013.01.16	7	1
3035	12	2013.01.16	16	2
3036	17	2013.01.16	14	1
3037	39	2013.01.16	23	1
3038	4	2013.01.16	12	2
3039	40	2013.01.16	21	2
3040	56	2013.01.16	24	1
3041	79	2013.01.16	29	1
3042	40	2013.01.16	14	2
3043	87	2013.01.16	15	1
3044	48	2013.01.16	27	1
3045	75	2013.01.16	18	1
3046	5	2013.01.16	26	2
3047	72	2013.01.16	16	1
3048	37	2013.01.16	26	1
3049	71	2013.01.16	12	1
3050	87	2013.01.16	23	1
3051	55	2013.01.16	4	2
3052	71	2013.01.16	2	2
3053	54	2013.01.16	18	2
3054	20	2013.01.16	29	1
3055	44	2013.01.16	29	2
3056	47	2013.01.16	11	1
3057	83	2013.01.16	11	1
3058	71	2013.01.16	5	1
3059	58	2013.01.16	17	1
3060	23	2013.01.16	30	1
3061	84	2013.01.16	15	1
3062	62	2013.01.16	23	1
3063	24	2013.01.16	21	1
3064	71	2013.01.16	3	1
3065	35	2013.01.16	1	1
3066	89	2013.01.17	3	1
3067	57	2013.01.17	4	1
3068	11	2013.01.17	22	1
3069	86	2013.01.17	1	1
3070	18	2013.01.17	18	2
3071	57	2013.01.17	3	1
3072	20	2013.01.17	11	1
3073	44	2013.01.17	19	1
3074	7	2013.01.17	1	1
3075	38	2013.01.17	23	1
3076	26	2013.01.17	21	1
3077	65	2013.01.17	26	2
3078	24	2013.01.17	23	1
3079	29	2013.01.17	13	1
3080	44	2013.01.17	17	2
3081	28	2013.01.17	3	2
3082	38	2013.01.17	15	1
3083	37	2013.01.17	28	1
3084	15	2013.01.17	4	1
3085	37	2013.01.17	12	2
3086	8	2013.01.17	3	1
3087	49	2013.01.17	3	1
3088	82	2013.01.17	17	1
3089	86	2013.01.17	10	2
3090	79	2013.01.17	21	1
3091	64	2013.01.17	2	1
3092	24	2013.01.17	20	1
3093	74	2013.01.17	25	1
3094	35	2013.01.17	9	1
3095	18	2013.01.17	27	1
3096	26	2013.01.17	21	1
3097	20	2013.01.17	11	2
3098	17	2013.01.17	2	1
3099	61	2013.01.17	1	1
3100	39	2013.01.17	5	1
3101	8	2013.01.17	4	2
3102	1	2013.01.18	30	2
3103	59	2013.01.18	18	1
3104	5	2013.01.19	15	1
3105	68	2013.01.19	2	1
3106	12	2013.01.19	20	2
3107	90	2013.01.19	2	1
3108	52	2013.01.19	16	2
3109	9	2013.01.19	5	1
3110	89	2013.01.19	25	2
3111	79	2013.01.19	26	2
3112	51	2013.01.19	21	1
3113	24	2013.01.19	28	1
3114	27	2013.01.20	17	1
3115	5	2013.01.20	17	1
3116	57	2013.01.20	23	1
3117	67	2013.01.20	23	1
3118	56	2013.01.20	9	1
3119	30	2013.01.20	21	1
3120	83	2013.01.20	27	1
3121	71	2013.01.21	5	1
3122	47	2013.01.21	7	2
3123	40	2013.01.21	10	1
3124	40	2013.01.22	9	1
3125	34	2013.01.22	11	1
3126	36	2013.01.22	2	1
3127	45	2013.01.23	10	2
3128	12	2013.01.23	12	1
3129	48	2013.01.23	4	1
3130	52	2013.01.23	5	1
3131	81	2013.01.23	11	1
3132	52	2013.01.23	22	1
3133	73	2013.01.23	11	2
3134	53	2013.01.23	1	2
3135	52	2013.01.23	23	1
3136	55	2013.01.23	27	1
3137	90	2013.01.23	26	1
3138	2	2013.01.23	21	2
3139	90	2013.01.23	25	1
3140	29	2013.01.23	19	1
3141	40	2013.01.23	24	1
3142	6	2013.01.23	27	1
3143	62	2013.01.24	30	1
3144	89	2013.01.24	29	1
3145	2	2013.01.24	25	1
3146	41	2013.01.24	6	1
3147	5	2013.01.25	6	1
3148	84	2013.01.25	8	1
3149	59	2013.01.25	23	1
3150	31	2013.01.25	3	2
3151	27	2013.01.25	22	2
3152	86	2013.01.25	29	2
3153	50	2013.01.25	10	1
3154	43	2013.01.25	16	1
3155	86	2013.01.26	11	1
3156	68	2013.01.26	30	2
3157	68	2013.01.26	4	2
3158	86	2013.01.26	21	1
3159	45	2013.01.26	21	1
3160	47	2013.01.26	29	1
3161	72	2013.01.26	17	1
3162	26	2013.01.26	30	1
3163	52	2013.01.26	27	2
3164	11	2013.01.26	21	1
3165	9	2013.01.26	1	2
3166	57	2013.01.26	5	1
3167	35	2013.01.26	7	2
3168	23	2013.01.26	29	1
3169	89	2013.01.26	2	1
3170	78	2013.01.26	26	2
3171	59	2013.01.26	20	1
3172	40	2013.01.26	20	1
3173	8	2013.01.26	3	1
3174	65	2013.01.26	3	1
3175	13	2013.01.26	2	1
3176	85	2013.01.26	2	1
3177	17	2013.01.26	17	1
3178	76	2013.01.26	12	2
3179	62	2013.01.26	24	1
3180	7	2013.01.26	17	1
3181	59	2013.01.26	21	2
3182	54	2013.01.26	4	1
3183	31	2013.01.26	8	1
3184	91	2013.01.26	9	1
3185	16	2013.01.26	9	1
3186	18	2013.01.26	29	1
3187	57	2013.01.26	30	1
3188	61	2013.01.26	20	1
3189	20	2013.01.26	4	2
3190	46	2013.01.26	8	2
3191	91	2013.01.26	3	1
3192	33	2013.01.26	2	2
3193	42	2013.01.26	12	1
3194	49	2013.01.27	8	1
3195	36	2013.01.27	13	2
3196	41	2013.01.27	29	2
3197	72	2013.01.27	11	1
3198	5	2013.01.27	20	1
3199	38	2013.01.27	20	1
3200	85	2013.01.28	26	1
3201	55	2013.01.28	20	1
3202	34	2013.01.28	26	1
3203	85	2013.01.28	19	2
3204	76	2013.01.28	26	1
3205	16	2013.01.28	28	1
3206	24	2013.01.28	17	2
3207	17	2013.01.28	26	1
3208	70	2013.01.28	30	2
3209	6	2013.01.28	16	2
3210	73	2013.01.28	27	1
3211	1	2013.01.28	15	2
3212	62	2013.01.28	6	1
3213	27	2013.01.28	26	2
3214	46	2013.01.28	20	1
3215	46	2013.01.28	16	1
3216	30	2013.01.28	24	2
3217	21	2013.01.28	22	1
3218	35	2013.01.28	9	1
3219	73	2013.01.28	22	1
3220	56	2013.01.28	10	1
3221	36	2013.01.28	17	1
3222	55	2013.01.28	7	2
3223	65	2013.01.28	29	1
3224	9	2013.01.29	20	2
3225	48	2013.01.29	1	1
3226	2	2013.01.29	22	2
3227	21	2013.01.29	6	1
3228	17	2013.01.29	11	2
3229	5	2013.01.29	14	2
3230	48	2013.01.30	12	1
3231	86	2013.01.30	2	1
3232	70	2013.01.30	22	1
3233	27	2013.01.30	9	1
3234	65	2013.01.30	4	1
3235	90	2013.01.30	20	1
3236	26	2013.01.30	2	1
3237	31	2013.01.30	23	1
3238	3	2013.01.30	10	1
3239	60	2013.01.30	9	2
3240	66	2013.01.30	25	1
3241	2	2013.01.30	21	1
3242	55	2013.01.30	27	2
3243	48	2013.01.30	26	2
3244	91	2013.01.30	18	2
3245	88	2013.01.30	16	2
3246	72	2013.01.30	20	1
3247	11	2013.01.30	28	2
3248	24	2013.01.30	12	2
3249	8	2013.01.30	13	1
3250	45	2013.01.30	9	1
3251	71	2013.01.30	21	2
3252	52	2013.01.30	15	1
3253	57	2013.01.30	21	2
3254	33	2013.01.30	29	1
3255	39	2013.01.30	25	1
3256	2	2013.01.30	19	1
3257	3	2013.01.30	6	1
3258	18	2013.01.30	6	1
3259	83	2013.01.30	27	2
3260	71	2013.01.30	16	1
3261	14	2013.01.31	8	2
3262	18	2013.01.31	12	1
3263	77	2013.01.31	18	1
3264	4	2013.01.31	14	1
3265	89	2013.01.31	28	2
3266	83	2013.01.31	18	2
3267	58	2013.01.31	8	2
3268	2	2013.01.31	3	2
3269	31	2013.01.31	20	1
3270	84	2013.01.31	8	1
3271	20	2013.01.31	4	1
3272	84	2013.01.31	8	1
3273	26	2013.01.31	1	1
3274	66	2013.01.31	11	1
3275	2	2013.02.01	12	1
3276	4	2013.02.01	23	1
3277	13	2013.02.01	6	2
3278	87	2013.02.01	14	1
3279	78	2013.02.01	20	1
3280	53	2013.02.01	21	2
3281	51	2013.02.01	26	1
3282	46	2013.02.01	23	1
3283	72	2013.02.01	11	1
3284	4	2013.02.01	30	1
3285	47	2013.02.01	16	1
3286	46	2013.02.01	11	1
3287	83	2013.02.01	23	1
3288	34	2013.02.01	25	1
3289	20	2013.02.01	10	2
3290	58	2013.02.01	10	2
3291	17	2013.02.01	25	1
3292	52	2013.02.01	23	1
3293	10	2013.02.01	22	1
3294	65	2013.02.01	27	1
3295	9	2013.02.01	2	1
3296	45	2013.02.01	2	1
3297	92	2013.02.01	30	1
3298	82	2013.02.01	7	1
3299	11	2013.02.01	8	1
3300	89	2013.02.01	29	2
3301	16	2013.02.01	19	1
3302	39	2013.02.01	5	1
3303	10	2013.02.01	23	1
3304	30	2013.02.01	15	1
3305	12	2013.02.01	2	1
3306	79	2013.02.01	30	1
3307	83	2013.02.01	5	1
3308	70	2013.02.01	12	2
3309	69	2013.02.01	2	1
3310	3	2013.02.01	15	1
3311	37	2013.02.01	18	2
3312	5	2013.02.01	26	1
3313	25	2013.02.01	11	1
3314	4	2013.02.01	19	1
3315	65	2013.02.01	27	1
3316	65	2013.02.01	16	1
3317	84	2013.02.01	26	1
3318	85	2013.02.01	6	1
3319	92	2013.02.01	16	1
3320	17	2013.02.01	7	1
3321	74	2013.02.01	21	1
3322	85	2013.02.01	16	1
3323	59	2013.02.01	1	1
3324	79	2013.02.01	8	1
3325	51	2013.02.01	24	1
3326	26	2013.02.01	19	1
3327	72	2013.02.01	15	1
3328	31	2013.02.01	28	2
3329	69	2013.02.01	22	2
3330	68	2013.02.01	13	1
3331	15	2013.02.01	18	2
3332	52	2013.02.01	29	1
3333	25	2013.02.01	14	1
3334	41	2013.02.01	22	1
3335	72	2013.02.01	26	2
3336	57	2013.02.01	27	1
3337	63	2013.02.02	19	1
3338	88	2013.02.02	19	1
3339	30	2013.02.02	25	1
3340	66	2013.02.02	24	1
3341	65	2013.02.02	26	1
3342	82	2013.02.03	27	1
3343	28	2013.02.03	8	1
3344	13	2013.02.03	18	1
3345	81	2013.02.03	13	1
3346	83	2013.02.03	27	1
3347	30	2013.02.03	30	1
3348	23	2013.02.03	14	1
3349	58	2013.02.03	3	1
3350	39	2013.02.03	12	2
3351	16	2013.02.03	17	1
3352	25	2013.02.03	21	1
3353	92	2013.02.03	29	2
3354	77	2013.02.03	5	2
3355	55	2013.02.03	20	1
3356	69	2013.02.03	10	1
3357	16	2013.02.04	7	1
3358	47	2013.02.04	24	2
3359	3	2013.02.04	4	1
3360	25	2013.02.04	2	1
3361	79	2013.02.04	22	2
3362	8	2013.02.04	9	1
3363	19	2013.02.04	12	1
3364	13	2013.02.04	8	1
3365	30	2013.02.04	26	1
3366	60	2013.02.04	12	1
3367	31	2013.02.04	12	1
3368	90	2013.02.04	9	2
3369	69	2013.02.04	27	2
3370	33	2013.02.04	9	1
3371	79	2013.02.04	17	1
3372	51	2013.02.04	23	1
3373	52	2013.02.04	23	1
3374	15	2013.02.04	14	1
3375	5	2013.02.04	26	1
3376	64	2013.02.04	9	1
3377	20	2013.02.04	14	1
3378	17	2013.02.04	22	2
3379	28	2013.02.04	9	1
3380	6	2013.02.04	14	1
3381	71	2013.02.04	2	1
3382	90	2013.02.04	7	1
3383	31	2013.02.04	1	1
3384	49	2013.02.04	16	2
3385	59	2013.02.05	4	1
3386	88	2013.02.05	10	1
3387	38	2013.02.05	11	1
3388	13	2013.02.05	7	1
3389	35	2013.02.06	3	1
3390	6	2013.02.07	8	1
3391	56	2013.02.08	23	1
3392	22	2013.02.08	18	1
3393	70	2013.02.08	15	2
3394	58	2013.02.08	27	1
3395	64	2013.02.08	9	1
3396	15	2013.02.08	1	1
3397	51	2013.02.08	14	1
3398	29	2013.02.08	11	1
3399	11	2013.02.08	10	1
3400	3	2013.02.08	12	2
3401	58	2013.02.08	1	2
3402	13	2013.02.08	10	1
3403	19	2013.02.08	4	1
3404	11	2013.02.08	2	2
3405	69	2013.02.08	13	2
3406	17	2013.02.08	11	2
3407	13	2013.02.08	25	1
3408	11	2013.02.08	19	1
3409	2	2013.02.08	10	1
3410	10	2013.02.08	28	1
3411	7	2013.02.08	26	2
3412	5	2013.02.08	24	1
3413	34	2013.02.08	3	2
3414	16	2013.02.08	23	1
3415	59	2013.02.08	15	2
3416	75	2013.02.08	4	1
3417	75	2013.02.08	27	1
3418	1	2013.02.08	14	1
3419	3	2013.02.09	25	1
3420	33	2013.02.09	13	1
3421	35	2013.02.09	5	1
3422	16	2013.02.09	1	1
3423	91	2013.02.09	18	1
3424	3	2013.02.09	3	1
3425	81	2013.02.09	23	1
3426	71	2013.02.09	20	2
3427	85	2013.02.09	5	1
3428	2	2013.02.09	19	2
3429	10	2013.02.09	16	1
3430	31	2013.02.09	1	1
3431	63	2013.02.09	1	1
3432	56	2013.02.09	5	1
3433	1	2013.02.09	21	1
3434	37	2013.02.09	23	1
3435	16	2013.02.09	7	2
3436	41	2013.02.09	13	2
3437	34	2013.02.09	8	1
3438	23	2013.02.09	25	2
3439	89	2013.02.09	26	1
3440	27	2013.02.09	16	1
3441	23	2013.02.09	29	1
3442	5	2013.02.09	16	1
3443	40	2013.02.09	4	1
3444	87	2013.02.09	21	2
3445	40	2013.02.09	21	1
3446	43	2013.02.09	14	1
3447	54	2013.02.09	18	2
3448	43	2013.02.09	19	1
3449	22	2013.02.09	15	2
3450	60	2013.02.09	26	1
3451	80	2013.02.09	7	1
3452	3	2013.02.09	17	1
3453	50	2013.02.09	5	1
3454	73	2013.02.09	30	1
3455	7	2013.02.09	10	2
3456	45	2013.02.09	11	1
3457	15	2013.02.09	20	2
3458	55	2013.02.10	14	1
3459	91	2013.02.10	25	2
3460	61	2013.02.10	30	1
3461	41	2013.02.10	21	1
3462	50	2013.02.10	14	1
3463	45	2013.02.10	29	2
3464	2	2013.02.10	29	1
3465	68	2013.02.10	7	2
3466	91	2013.02.10	22	1
3467	14	2013.02.10	28	1
3468	15	2013.02.10	9	1
3469	38	2013.02.10	13	1
3470	70	2013.02.10	17	1
3471	89	2013.02.10	17	1
3472	6	2013.02.10	21	1
3473	47	2013.02.10	9	1
3474	83	2013.02.10	5	1
3475	7	2013.02.10	5	1
3476	28	2013.02.10	24	1
3477	73	2013.02.11	9	1
3478	40	2013.02.11	1	1
3479	53	2013.02.11	27	2
3480	79	2013.02.11	13	2
3481	18	2013.02.11	24	1
3482	82	2013.02.11	28	2
3483	4	2013.02.11	23	2
3484	36	2013.02.11	13	1
3485	30	2013.02.11	6	1
3486	66	2013.02.11	5	1
3487	51	2013.02.11	25	2
3488	11	2013.02.11	14	1
3489	79	2013.02.11	8	1
3490	44	2013.02.11	28	1
3491	51	2013.02.11	18	1
3492	87	2013.02.11	13	2
3493	77	2013.02.12	26	1
3494	39	2013.02.12	7	1
3495	76	2013.02.13	22	1
3496	83	2013.02.13	12	1
3497	45	2013.02.13	4	1
3498	7	2013.02.13	14	1
3499	33	2013.02.13	10	1
3500	87	2013.02.13	25	1
3501	13	2013.02.14	21	1
3502	48	2013.02.14	27	1
3503	45	2013.02.14	6	1
3504	40	2013.02.14	3	1
3505	12	2013.02.14	13	1
3506	16	2013.02.14	5	1
3507	20	2013.02.14	14	2
3508	54	2013.02.14	14	1
3509	69	2013.02.14	9	2
3510	39	2013.02.14	20	1
3511	21	2013.02.14	1	2
3512	82	2013.02.14	5	1
3513	82	2013.02.14	5	1
3514	42	2013.02.14	13	2
3515	90	2013.02.14	29	1
3516	87	2013.02.14	23	2
3517	88	2013.02.14	12	2
3518	20	2013.02.14	17	2
3519	38	2013.02.15	30	1
3520	24	2013.02.15	28	2
3521	21	2013.02.15	16	2
3522	86	2013.02.15	19	1
3523	21	2013.02.15	27	1
3524	57	2013.02.15	22	1
3525	27	2013.02.16	15	1
3526	23	2013.02.16	6	2
3527	76	2013.02.16	3	2
3528	30	2013.02.16	4	2
3529	7	2013.02.16	26	1
3530	61	2013.02.16	2	1
3531	88	2013.02.16	7	2
3532	15	2013.02.16	27	2
3533	91	2013.02.16	2	1
3534	70	2013.02.16	26	2
3535	47	2013.02.16	9	2
3536	3	2013.02.16	28	1
3537	61	2013.02.16	26	1
3538	35	2013.02.16	24	1
3539	19	2013.02.16	7	2
3540	31	2013.02.17	3	1
3541	82	2013.02.17	24	1
3542	59	2013.02.17	15	1
3543	73	2013.02.17	3	1
3544	18	2013.02.17	24	1
3545	11	2013.02.17	30	1
3546	12	2013.02.17	5	2
3547	34	2013.02.17	13	1
3548	58	2013.02.17	24	1
3549	55	2013.02.17	9	1
3550	35	2013.02.17	28	1
3551	50	2013.02.17	25	1
3552	24	2013.02.17	18	1
3553	54	2013.02.17	8	1
3554	58	2013.02.17	18	1
